2.112500000000000000e+01	2.112500000000000000e+01	0.000000000000000000e+00	8.484000000000000000e+03
2.087500000000000000e+01	2.112500000000000000e+01	1.067841500000000110e+00	8.384000000000000000e+03
2.087500000000000000e+01	2.087500000000000000e+01	1.345066000000000095e+00	8.383000000000000000e+03
2.062500000000000000e+01	2.087500000000000000e+01	2.135492499999999794e+00	8.283000000000000000e+03
2.037500000000000000e+01	2.087500000000000000e+01	2.901718500000000311e+00	8.183000000000000000e+03
2.037500000000000000e+01	2.062500000000000000e+01	2.972800499999999957e+00	8.182000000000000000e+03
2.037500000000000000e+01	2.037500000000000000e+01	3.319424999999999848e+00	8.181000000000000000e+03
2.012500000000000000e+01	2.037500000000000000e+01	3.608403000000000027e+00	8.081000000000000000e+03
2.012500000000000000e+01	2.012500000000000000e+01	3.551404999999999923e+00	8.080000000000000000e+03
1.987500000000000000e+01	2.012500000000000000e+01	3.539520000000000000e+00	7.980000000000000000e+03
1.987500000000000000e+01	1.987500000000000000e+01	3.905628999999999795e+00	7.979000000000000000e+03
1.962500000000000000e+01	1.987500000000000000e+01	4.409420499999999521e+00	7.879000000000000000e+03
1.962500000000000000e+01	1.962500000000000000e+01	4.803721000000000352e+00	7.878000000000000000e+03
1.937500000000000000e+01	1.962500000000000000e+01	4.979184500000000568e+00	7.778000000000000000e+03
1.937500000000000000e+01	1.937500000000000000e+01	5.227800000000000225e+00	7.777000000000000000e+03
1.912500000000000000e+01	1.937500000000000000e+01	6.040262499999999868e+00	7.677000000000000000e+03
1.912500000000000000e+01	1.912500000000000000e+01	6.724956999999999852e+00	7.676000000000000000e+03
1.887500000000000000e+01	1.912500000000000000e+01	8.702324499999999574e+00	7.576000000000000000e+03
1.887500000000000000e+01	1.887500000000000000e+01	9.993508000000000280e+00	7.575000000000000000e+03
1.862500000000000000e+01	1.887500000000000000e+01	1.160734199999999916e+01	7.475000000000000000e+03
1.837500000000000000e+01	1.887500000000000000e+01	1.284651500000000013e+01	7.375000000000000000e+03
1.837500000000000000e+01	1.862500000000000000e+01	1.466919749999999922e+01	7.374000000000000000e+03
1.837500000000000000e+01	1.837500000000000000e+01	1.652308700000000030e+01	7.373000000000000000e+03
1.812500000000000000e+01	1.837500000000000000e+01	1.833456950000000063e+01	7.273000000000000000e+03
1.812500000000000000e+01	1.812500000000000000e+01	1.976842600000000161e+01	7.272000000000000000e+03
1.787500000000000000e+01	1.812500000000000000e+01	2.219287100000000024e+01	7.172000000000000000e+03
1.787500000000000000e+01	1.787500000000000000e+01	2.504944599999999966e+01	7.171000000000000000e+03
1.762500000000000000e+01	1.787500000000000000e+01	2.782468049999999948e+01	7.071000000000000000e+03
1.737500000000000000e+01	1.787500000000000000e+01	3.060816150000000135e+01	6.971000000000000000e+03
1.737500000000000000e+01	1.762500000000000000e+01	3.332096199999999442e+01	6.970000000000000000e+03
1.712500000000000000e+01	1.762500000000000000e+01	3.641105500000000461e+01	6.870000000000000000e+03
1.687500000000000000e+01	1.762500000000000000e+01	3.909179799999999716e+01	6.770000000000000000e+03
1.687500000000000000e+01	1.737500000000000000e+01	4.252211400000000197e+01	6.769000000000000000e+03
1.687500000000000000e+01	1.712500000000000000e+01	4.588002999999999787e+01	6.768000000000000000e+03
1.687500000000000000e+01	1.687500000000000000e+01	4.785630599999999646e+01	6.767000000000000000e+03
1.662500000000000000e+01	1.687500000000000000e+01	5.121804649999999981e+01	6.667000000000000000e+03
1.637500000000000000e+01	1.687500000000000000e+01	5.382147100000000250e+01	6.567000000000000000e+03
1.637500000000000000e+01	1.662500000000000000e+01	5.745576200000000000e+01	6.566000000000000000e+03
1.612500000000000000e+01	1.662500000000000000e+01	6.030509700000000350e+01	6.466000000000000000e+03
1.612500000000000000e+01	1.637500000000000000e+01	6.325059849999999528e+01	6.465000000000000000e+03
1.612500000000000000e+01	1.612500000000000000e+01	6.572933700000000101e+01	6.464000000000000000e+03
1.587500000000000000e+01	1.612500000000000000e+01	6.895013199999999642e+01	6.364000000000000000e+03
1.562500000000000000e+01	1.612500000000000000e+01	7.314577249999999253e+01	6.264000000000000000e+03
1.537500000000000000e+01	1.612500000000000000e+01	7.705901950000000511e+01	6.164000000000000000e+03
1.512500000000000000e+01	1.612500000000000000e+01	8.072913049999999657e+01	6.064000000000000000e+03
1.512500000000000000e+01	1.587500000000000000e+01	8.312466850000001273e+01	6.063000000000000000e+03
1.487500000000000000e+01	1.587500000000000000e+01	8.652331150000000548e+01	5.963000000000000000e+03
1.462500000000000000e+01	1.587500000000000000e+01	9.015041899999999941e+01	5.863000000000000000e+03
1.462500000000000000e+01	1.562500000000000000e+01	9.335582850000000121e+01	5.862000000000000000e+03
1.437500000000000000e+01	1.562500000000000000e+01	9.683143799999999146e+01	5.762000000000000000e+03
1.412500000000000000e+01	1.562500000000000000e+01	1.009221090000000061e+02	5.662000000000000000e+03
1.387500000000000000e+01	1.562500000000000000e+01	1.051952415000000087e+02	5.562000000000000000e+03
1.362500000000000000e+01	1.562500000000000000e+01	1.088712455000000006e+02	5.462000000000000000e+03
1.337500000000000000e+01	1.562500000000000000e+01	1.124666595000000058e+02	5.362000000000000000e+03
1.312500000000000000e+01	1.562500000000000000e+01	1.161634829999999994e+02	5.262000000000000000e+03
1.287500000000000000e+01	1.562500000000000000e+01	1.193992169999999930e+02	5.162000000000000000e+03
1.262500000000000000e+01	1.562500000000000000e+01	1.222948044999999979e+02	5.062000000000000000e+03
1.237500000000000000e+01	1.562500000000000000e+01	1.243984935000000007e+02	4.962000000000000000e+03
1.237500000000000000e+01	1.537500000000000000e+01	1.261607520000000022e+02	4.961000000000000000e+03
1.212500000000000000e+01	1.537500000000000000e+01	1.281795390000000054e+02	4.861000000000000000e+03
1.187500000000000000e+01	1.537500000000000000e+01	1.305424325000000181e+02	4.761000000000000000e+03
1.162500000000000000e+01	1.537500000000000000e+01	1.323728419999999915e+02	4.661000000000000000e+03
1.137500000000000000e+01	1.537500000000000000e+01	1.342777585000000045e+02	4.561000000000000000e+03
1.112500000000000000e+01	1.537500000000000000e+01	1.366572644999999966e+02	4.461000000000000000e+03
1.087500000000000000e+01	1.537500000000000000e+01	1.384389335000000187e+02	4.361000000000000000e+03
1.062500000000000000e+01	1.537500000000000000e+01	1.404844979999999737e+02	4.261000000000000000e+03
1.037500000000000000e+01	1.537500000000000000e+01	1.412352480000000128e+02	4.161000000000000000e+03
1.012500000000000000e+01	1.537500000000000000e+01	1.431988780000000077e+02	4.061000000000000000e+03
9.875000000000000000e+00	1.537500000000000000e+01	1.441847625000000050e+02	3.961000000000000000e+03
9.625000000000000000e+00	1.537500000000000000e+01	1.452245660000000100e+02	3.861000000000000000e+03
9.375000000000000000e+00	1.537500000000000000e+01	1.474662440000000174e+02	3.761000000000000000e+03
9.125000000000000000e+00	1.537500000000000000e+01	1.477306204999999864e+02	3.661000000000000000e+03
8.875000000000000000e+00	1.537500000000000000e+01	1.481520270000000039e+02	3.561000000000000000e+03
8.625000000000000000e+00	1.537500000000000000e+01	1.488630600000000186e+02	3.461000000000000000e+03
8.625000000000000000e+00	1.512500000000000000e+01	1.488941565000000082e+02	3.460000000000000000e+03
8.375000000000000000e+00	1.512500000000000000e+01	1.490600860000000125e+02	3.360000000000000000e+03
8.125000000000000000e+00	1.512500000000000000e+01	1.491895845000000236e+02	3.260000000000000000e+03
7.875000000000000000e+00	1.512500000000000000e+01	1.487289010000000076e+02	3.160000000000000000e+03
7.875000000000000000e+00	1.487500000000000000e+01	1.483289194999999836e+02	3.159000000000000000e+03
7.625000000000000000e+00	1.487500000000000000e+01	1.485563415000000020e+02	3.059000000000000000e+03
7.625000000000000000e+00	1.462500000000000000e+01	1.478735140000000001e+02	3.058000000000000000e+03
