grid,nr,cvs,kappas
1,0,2.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,1,2.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,2,2.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,3,2.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,4,2.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,5,2.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,6,2.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,7,2.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,8,2.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,9,2.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,10,2.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,11,3.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,12,3.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,13,3.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,14,3.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,15,3.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,16,3.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,17,3.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,18,3.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,19,3.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,20,3.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,21,3.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,22,3.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,23,3.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,24,3.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,25,3.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,26,3.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,27,3.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,28,3.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,29,3.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,30,4.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,31,4.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,32,4.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,33,4.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,34,4.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,35,4.00000000*17.50000000,8.00000000e+01*8.00000000e+01
1,36,4.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,37,4.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,38,4.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,39,4.50000000*12.00000000,4.00000000e+01*4.00000000e+01
1,40,4.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,41,4.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,42,4.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,43,4.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,44,4.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,45,4.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,46,4.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,47,4.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,48,4.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,49,4.50000000*18.00000000,8.00000000e+01*8.00000000e+01
1,50,4.50000000*18.50000000,8.00000000e+01*8.00000000e+01
1,51,5.00000000*10.50000000,8.00000000e+01*8.00000000e+01
