grid,nr,cvs,kappas
1,0,6.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,1,6.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,2,6.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,3,7.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,4,7.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,5,7.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,6,7.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,7,7.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,8,7.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,9,7.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,10,7.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,11,7.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,12,8.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,13,8.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,14,8.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,15,8.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,16,8.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,17,8.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,18,8.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,19,8.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,20,8.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,21,8.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,22,8.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,23,9.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,24,9.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,25,9.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,26,9.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,27,9.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,28,9.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,29,9.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,30,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,31,10.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,32,10.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,33,10.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,34,10.50000000*7.00000000,8.00000000e+01*8.00000000e+01
1,35,10.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,36,10.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,37,10.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,38,10.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,39,11.00000000*6.50000000,8.00000000e+01*8.00000000e+01
1,40,11.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,41,11.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,42,11.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,43,11.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,44,11.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,45,11.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,46,11.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,47,11.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,48,11.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,49,6.00000000*12.00000000,1.50000000e+02*1.50000000e+02
1,50,7.00000000*9.00000000,1.50000000e+02*1.50000000e+02
1,51,7.00000000*10.00000000,1.50000000e+02*1.50000000e+02
1,52,7.00000000*11.00000000,1.50000000e+02*1.50000000e+02
1,53,7.00000000*12.00000000,8.00000000e+01*8.00000000e+01
1,54,7.00000000*13.00000000,1.50000000e+02*1.50000000e+02
1,55,8.00000000*8.00000000,1.50000000e+02*1.50000000e+02
1,56,8.00000000*9.00000000,8.00000000e+01*8.00000000e+01
1,57,8.00000000*10.00000000,4.00000000e+01*4.00000000e+01
1,58,8.00000000*11.00000000,4.00000000e+01*4.00000000e+01
1,59,8.00000000*12.00000000,8.00000000e+01*8.00000000e+01
1,60,8.00000000*13.00000000,1.50000000e+02*1.50000000e+02
1,61,9.00000000*7.00000000,1.50000000e+02*1.50000000e+02
1,62,9.00000000*8.00000000,8.00000000e+01*8.00000000e+01
1,63,9.00000000*11.00000000,4.00000000e+01*4.00000000e+01
1,64,9.00000000*12.00000000,1.50000000e+02*1.50000000e+02
1,65,10.00000000*7.00000000,1.50000000e+02*1.50000000e+02
1,66,10.00000000*8.00000000,4.00000000e+01*4.00000000e+01
1,67,10.00000000*11.00000000,8.00000000e+01*8.00000000e+01
1,68,10.00000000*12.00000000,1.50000000e+02*1.50000000e+02
1,69,11.00000000*6.00000000,1.50000000e+02*1.50000000e+02
1,70,11.00000000*7.00000000,8.00000000e+01*8.00000000e+01
1,71,11.00000000*8.00000000,4.00000000e+01*4.00000000e+01
1,72,11.00000000*9.00000000,4.00000000e+01*4.00000000e+01
1,73,11.00000000*10.00000000,4.00000000e+01*4.00000000e+01
1,74,11.00000000*11.00000000,1.50000000e+02*1.50000000e+02
1,75,12.00000000*8.00000000,1.50000000e+02*1.50000000e+02
1,76,12.00000000*9.00000000,1.50000000e+02*1.50000000e+02
1,77,12.00000000*10.00000000,1.50000000e+02*1.50000000e+02
