grid,nr,cvs,kappas
1,0,2.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,1,2.50000000*6.00000000,8.00000000e+01*8.00000000e+01
1,2,2.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,3,2.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,4,2.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,5,2.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,6,2.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,7,2.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,8,2.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,9,2.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,10,2.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,11,2.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,12,3.00000000*5.50000000,8.00000000e+01*8.00000000e+01
1,13,3.00000000*6.50000000,8.00000000e+01*8.00000000e+01
1,14,3.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,15,3.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,16,3.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,17,3.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,18,3.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,19,3.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,20,3.50000000*5.00000000,8.00000000e+01*8.00000000e+01
1,21,3.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,22,3.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,23,3.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,24,3.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,25,3.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,26,3.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,27,3.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,28,3.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,29,3.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,30,3.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,31,3.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,32,3.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,33,3.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,34,3.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,35,3.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,36,3.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,37,3.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,38,3.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,39,4.00000000*4.50000000,8.00000000e+01*8.00000000e+01
1,40,4.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,41,4.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,42,4.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,43,4.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,44,4.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,45,4.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,46,4.00000000*17.50000000,8.00000000e+01*8.00000000e+01
1,47,4.50000000*3.50000000,8.00000000e+01*8.00000000e+01
1,48,4.50000000*4.00000000,8.00000000e+01*8.00000000e+01
1,49,4.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,50,4.50000000*5.00000000,8.00000000e+01*8.00000000e+01
1,51,4.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,52,4.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,53,4.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,54,4.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,55,4.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,56,4.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,57,4.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,58,4.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,59,4.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,60,4.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,61,4.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,62,4.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,63,4.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,64,4.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,65,4.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,66,4.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,67,4.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,68,4.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,69,5.00000000*3.50000000,8.00000000e+01*8.00000000e+01
1,70,5.00000000*4.50000000,8.00000000e+01*8.00000000e+01
1,71,5.00000000*5.50000000,8.00000000e+01*8.00000000e+01
1,72,5.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,73,5.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,74,5.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,75,5.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,76,5.00000000*12.50000000,4.00000000e+01*4.00000000e+01
1,77,5.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,78,5.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,79,5.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,80,5.00000000*17.50000000,8.00000000e+01*8.00000000e+01
1,81,5.50000000*3.50000000,8.00000000e+01*8.00000000e+01
1,82,5.50000000*4.00000000,8.00000000e+01*8.00000000e+01
1,83,5.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,84,5.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,85,5.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,86,5.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,87,5.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,88,5.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,89,5.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,90,5.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,91,5.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,92,5.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,93,5.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,94,5.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,95,5.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,96,5.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,97,5.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,98,5.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,99,5.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,100,5.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,101,5.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,102,6.00000000*4.50000000,8.00000000e+01*8.00000000e+01
1,103,6.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,104,6.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,105,6.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,106,6.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,107,6.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,108,6.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,109,6.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,110,6.50000000*5.00000000,8.00000000e+01*8.00000000e+01
1,111,6.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,112,6.50000000*6.00000000,8.00000000e+01*8.00000000e+01
1,113,6.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,114,6.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,115,6.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,116,6.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,117,6.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,118,6.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,119,6.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,120,6.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,121,6.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,122,6.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,123,6.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,124,6.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,125,6.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,126,6.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,127,6.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,128,6.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,129,7.00000000*5.50000000,8.00000000e+01*8.00000000e+01
1,130,7.00000000*6.50000000,8.00000000e+01*8.00000000e+01
1,131,7.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,132,7.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,133,7.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,134,7.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,135,7.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,136,7.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,137,7.00000000*16.50000000,8.00000000e+01*8.00000000e+01
