grid,nr,cvs,kappas
1,0,2.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,1,2.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,2,2.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,3,2.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,4,2.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,5,3.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,6,3.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,7,3.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,8,3.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,9,3.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,10,3.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,11,3.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,12,3.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,13,3.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,14,3.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,15,3.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,16,3.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,17,4.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,18,4.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,19,4.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,20,4.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,21,4.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,22,4.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,23,4.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,24,4.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,25,4.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,26,4.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,27,4.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,28,4.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,29,4.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,30,4.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,31,5.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,32,5.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,33,5.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,34,5.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,35,5.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,36,5.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,37,5.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,38,5.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,39,6.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,40,6.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,41,6.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,42,6.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,43,6.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,44,6.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,45,6.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,46,6.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,47,6.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,48,6.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,49,6.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,50,6.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,51,6.50000000*12.00000000,8.00000000e+01*8.00000000e+01
