grid,nr,cvs,kappas
1,0,6.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,1,6.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,2,6.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,3,6.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,4,6.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,5,7.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,6,7.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,7,7.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,8,7.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,9,7.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,10,7.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,11,7.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,12,7.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,13,7.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,14,7.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,15,7.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,16,7.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,17,8.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,18,8.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,19,8.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,20,8.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,21,9.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,22,9.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,23,9.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,24,9.50000000*7.00000000,8.00000000e+01*8.00000000e+01
1,25,9.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,26,9.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,27,9.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,28,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,29,10.00000000*6.50000000,8.00000000e+01*8.00000000e+01
1,30,10.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,31,10.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,32,10.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,33,10.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,34,10.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,35,10.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,36,10.50000000*8.50000000,4.00000000e+01*4.00000000e+01
1,37,10.50000000*9.00000000,4.00000000e+01*4.00000000e+01
1,38,10.50000000*9.50000000,4.00000000e+01*4.00000000e+01
1,39,10.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,40,10.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,41,10.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,42,10.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,43,11.00000000*6.50000000,8.00000000e+01*8.00000000e+01
