grid,nr,cvs,kappas
1,0,7.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,1,7.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,2,7.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,3,7.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,4,7.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,5,7.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,6,7.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,7,8.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,8,8.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,9,8.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,10,8.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,11,8.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,12,8.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,13,8.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,14,8.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,15,8.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,16,8.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,17,8.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,18,8.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,19,9.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,20,9.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,21,9.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,22,9.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,23,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,24,10.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,25,10.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,26,10.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,27,10.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,28,10.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,29,10.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,30,10.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,31,10.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,32,10.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,33,10.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,34,10.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,35,10.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,36,11.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,37,11.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,38,11.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,39,11.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,40,11.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,41,11.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,42,11.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,43,11.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,44,11.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,45,7.00000000*9.00000000,1.50000000e+02*1.50000000e+02
1,46,7.00000000*10.00000000,1.50000000e+02*1.50000000e+02
1,47,7.00000000*11.00000000,1.50000000e+02*1.50000000e+02
1,48,8.00000000*8.00000000,1.50000000e+02*1.50000000e+02
1,49,8.00000000*9.00000000,8.00000000e+01*8.00000000e+01
1,50,8.00000000*10.00000000,8.00000000e+01*8.00000000e+01
1,51,8.00000000*11.00000000,8.00000000e+01*8.00000000e+01
1,52,8.00000000*12.00000000,1.50000000e+02*1.50000000e+02
1,53,9.00000000*7.00000000,1.50000000e+02*1.50000000e+02
1,54,9.00000000*8.00000000,4.00000000e+01*4.00000000e+01
1,55,9.00000000*11.00000000,4.00000000e+01*4.00000000e+01
1,56,9.00000000*12.00000000,1.50000000e+02*1.50000000e+02
1,57,10.00000000*7.00000000,1.50000000e+02*1.50000000e+02
1,58,10.00000000*8.00000000,4.00000000e+01*4.00000000e+01
1,59,10.00000000*11.00000000,8.00000000e+01*8.00000000e+01
1,60,10.00000000*12.00000000,1.50000000e+02*1.50000000e+02
1,61,11.00000000*7.00000000,1.50000000e+02*1.50000000e+02
1,62,11.00000000*8.00000000,8.00000000e+01*8.00000000e+01
1,63,11.00000000*9.00000000,8.00000000e+01*8.00000000e+01
1,64,11.00000000*10.00000000,8.00000000e+01*8.00000000e+01
1,65,11.00000000*11.00000000,1.50000000e+02*1.50000000e+02
1,66,12.00000000*8.00000000,1.50000000e+02*1.50000000e+02
1,67,12.00000000*9.00000000,1.50000000e+02*1.50000000e+02
1,68,12.00000000*10.00000000,1.50000000e+02*1.50000000e+02
