grid,nr,cvs,kappas
1,0,2.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,1,2.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,2,2.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,3,2.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,4,2.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,5,2.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,6,2.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,7,3.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,8,3.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,9,3.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,10,3.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,11,3.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,12,3.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,13,3.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,14,3.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,15,3.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,16,4.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,17,4.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,18,4.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,19,4.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,20,4.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,21,4.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,22,4.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,23,5.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,24,5.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,25,5.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,26,5.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,27,5.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,28,5.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,29,5.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,30,5.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,31,5.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,32,5.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,33,5.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,34,6.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,35,6.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,36,6.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,37,6.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,38,6.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,39,6.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,40,6.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,41,6.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,42,6.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,43,6.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,44,6.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,45,7.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,46,7.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,47,7.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,48,7.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,49,7.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,50,7.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,51,7.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,52,7.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,53,7.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,54,7.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,55,7.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,56,7.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,57,8.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,58,8.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,59,8.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,60,8.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,61,8.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,62,8.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,63,8.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,64,8.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,65,8.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,66,8.50000000*13.50000000,2.00000000e+01*2.00000000e+01
1,67,8.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,68,8.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,69,9.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,70,9.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,71,9.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,72,9.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,73,9.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,74,9.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,75,9.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,76,9.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,77,9.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,78,9.50000000*11.00000000,4.00000000e+01*4.00000000e+01
1,79,9.50000000*11.50000000,4.00000000e+01*4.00000000e+01
1,80,9.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,81,9.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,82,9.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,83,9.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,84,10.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,85,10.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,86,10.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,87,10.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,88,10.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,89,10.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,90,10.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,91,10.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,92,10.50000000*9.00000000,8.00000000e+01*8.00000000e+01
