grid,nr,cvs,kappas
1,0,11.50000000*14.50000000,1.00000000e+01*1.00000000e+01
1,1,11.50000000*15.00000000,1.00000000e+01*1.00000000e+01
1,2,11.50000000*15.50000000,2.00000000e+01*2.00000000e+01
1,3,12.50000000*12.50000000,2.00000000e+01*2.00000000e+01
1,4,12.50000000*14.50000000,1.00000000e+01*1.00000000e+01
1,5,12.50000000*15.00000000,1.00000000e+01*1.00000000e+01
1,6,12.50000000*15.50000000,2.00000000e+01*2.00000000e+01
1,7,13.00000000*12.50000000,1.00000000e+01*1.00000000e+01
1,8,13.50000000*11.50000000,1.00000000e+01*1.00000000e+01
1,9,13.50000000*12.50000000,1.00000000e+01*1.00000000e+01
1,10,13.50000000*14.50000000,1.00000000e+01*1.00000000e+01
1,11,14.00000000*11.50000000,2.00000000e+01*2.00000000e+01
1,12,14.00000000*14.50000000,1.00000000e+01*1.00000000e+01
1,13,14.50000000*11.50000000,2.00000000e+01*2.00000000e+01
1,14,14.50000000*13.50000000,1.00000000e+01*1.00000000e+01
1,15,14.50000000*14.00000000,1.00000000e+01*1.00000000e+01
1,16,14.50000000*14.50000000,1.00000000e+01*1.00000000e+01
1,17,15.50000000*12.50000000,1.00000000e+01*1.00000000e+01
1,18,16.00000000*12.50000000,4.00000000e+01*4.00000000e+01
1,19,16.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,20,11.00000000*15.00000000,2.00000000e+01*2.00000000e+01
1,21,12.00000000*15.00000000,2.00000000e+01*2.00000000e+01
1,22,13.00000000*12.00000000,2.00000000e+01*2.00000000e+01
1,23,14.00000000*11.00000000,2.00000000e+01*2.00000000e+01
1,24,14.00000000*12.00000000,2.00000000e+01*2.00000000e+01
1,25,16.00000000*12.00000000,2.00000000e+01*2.00000000e+01
1,26,16.00000000*13.00000000,2.00000000e+01*2.00000000e+01
1,27,7.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,28,8.00000000*15.50000000,4.00000000e+01*4.00000000e+01
1,29,8.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,30,8.50000000*13.00000000,4.00000000e+01*4.00000000e+01
1,31,8.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,32,8.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,33,8.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,34,8.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,35,8.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,36,8.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,37,9.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,38,9.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,39,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,40,9.50000000*12.00000000,4.00000000e+01*4.00000000e+01
1,41,9.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,42,9.50000000*13.00000000,4.00000000e+01*4.00000000e+01
1,43,9.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,44,9.50000000*14.50000000,2.00000000e+01*2.00000000e+01
1,45,9.50000000*15.00000000,2.00000000e+01*2.00000000e+01
1,46,9.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,47,9.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,48,9.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,49,9.50000000*17.00000000,4.00000000e+01*4.00000000e+01
1,50,9.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,51,10.00000000*11.50000000,4.00000000e+01*4.00000000e+01
1,52,10.00000000*12.50000000,4.00000000e+01*4.00000000e+01
1,53,10.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,54,10.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,55,10.00000000*15.50000000,2.00000000e+01*2.00000000e+01
1,56,10.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,57,10.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,58,10.50000000*11.00000000,4.00000000e+01*4.00000000e+01
1,59,10.50000000*11.50000000,4.00000000e+01*4.00000000e+01
1,60,10.50000000*12.00000000,4.00000000e+01*4.00000000e+01
1,61,10.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,62,10.50000000*13.00000000,4.00000000e+01*4.00000000e+01
1,63,10.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,64,10.50000000*14.00000000,2.00000000e+01*2.00000000e+01
1,65,10.50000000*14.50000000,2.00000000e+01*2.00000000e+01
1,66,10.50000000*15.00000000,2.00000000e+01*2.00000000e+01
1,67,10.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,68,10.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,69,10.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,70,10.50000000*17.00000000,4.00000000e+01*4.00000000e+01
1,71,10.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,72,11.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,73,11.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,74,11.00000000*11.50000000,4.00000000e+01*4.00000000e+01
1,75,11.00000000*12.50000000,2.00000000e+01*2.00000000e+01
1,76,11.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,77,11.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,78,11.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,79,11.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,80,11.50000000*10.00000000,4.00000000e+01*4.00000000e+01
1,81,11.50000000*10.50000000,2.00000000e+01*2.00000000e+01
1,82,11.50000000*11.50000000,4.00000000e+01*4.00000000e+01
1,83,11.50000000*12.00000000,4.00000000e+01*4.00000000e+01
1,84,11.50000000*12.50000000,2.00000000e+01*2.00000000e+01
1,85,11.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,86,11.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,87,11.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,88,12.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,89,12.00000000*9.50000000,4.00000000e+01*4.00000000e+01
1,90,12.00000000*10.50000000,4.00000000e+01*4.00000000e+01
1,91,12.00000000*11.50000000,4.00000000e+01*4.00000000e+01
1,92,12.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,93,12.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,94,12.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,95,12.50000000*8.50000000,4.00000000e+01*4.00000000e+01
1,96,12.50000000*9.00000000,4.00000000e+01*4.00000000e+01
1,97,12.50000000*9.50000000,4.00000000e+01*4.00000000e+01
1,98,12.50000000*10.50000000,4.00000000e+01*4.00000000e+01
1,99,12.50000000*11.00000000,2.00000000e+01*2.00000000e+01
1,100,12.50000000*11.50000000,2.00000000e+01*2.00000000e+01
1,101,12.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,102,12.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,103,12.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,104,13.00000000*9.50000000,4.00000000e+01*4.00000000e+01
1,105,13.00000000*10.50000000,4.00000000e+01*4.00000000e+01
1,106,13.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,107,13.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,108,13.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,109,13.50000000*8.50000000,4.00000000e+01*4.00000000e+01
1,110,13.50000000*9.50000000,2.00000000e+01*2.00000000e+01
1,111,13.50000000*10.00000000,4.00000000e+01*4.00000000e+01
1,112,13.50000000*10.50000000,2.00000000e+01*2.00000000e+01
1,113,13.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,114,14.00000000*8.50000000,4.00000000e+01*4.00000000e+01
1,115,14.00000000*9.50000000,4.00000000e+01*4.00000000e+01
1,116,14.00000000*10.50000000,2.00000000e+01*2.00000000e+01
1,117,14.50000000*7.50000000,4.00000000e+01*4.00000000e+01
1,118,14.50000000*8.00000000,4.00000000e+01*4.00000000e+01
1,119,14.50000000*8.50000000,4.00000000e+01*4.00000000e+01
1,120,14.50000000*9.00000000,4.00000000e+01*4.00000000e+01
