grid,nr,cvs,kappas
1,0,12.50000000*14.50000000,1.00000000e+01*1.00000000e+01
1,1,12.50000000*15.00000000,1.00000000e+01*1.00000000e+01
1,2,12.50000000*15.50000000,1.00000000e+01*1.00000000e+01
1,3,13.50000000*11.50000000,4.00000000e+01*4.00000000e+01
1,4,13.50000000*12.00000000,2.00000000e+01*2.00000000e+01
1,5,13.50000000*12.50000000,1.00000000e+01*1.00000000e+01
1,6,14.00000000*11.50000000,1.00000000e+01*1.00000000e+01
1,7,14.00000000*12.50000000,1.00000000e+01*1.00000000e+01
1,8,14.50000000*11.50000000,2.00000000e+01*2.00000000e+01
1,9,14.50000000*12.50000000,1.00000000e+01*1.00000000e+01
1,10,14.50000000*13.00000000,1.00000000e+01*1.00000000e+01
1,11,14.50000000*13.50000000,1.00000000e+01*1.00000000e+01
1,12,15.00000000*13.50000000,1.00000000e+01*1.00000000e+01
1,13,15.50000000*13.50000000,2.00000000e+01*2.00000000e+01
1,14,13.00000000*12.00000000,2.00000000e+01*2.00000000e+01
1,15,14.00000000*11.00000000,2.00000000e+01*2.00000000e+01
1,16,14.00000000*12.00000000,2.00000000e+01*2.00000000e+01
1,17,15.00000000*14.00000000,2.00000000e+01*2.00000000e+01
1,18,10.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,19,10.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,20,10.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,21,10.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,22,11.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,23,11.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,24,11.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,25,11.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,26,11.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,27,11.50000000*14.00000000,2.00000000e+01*2.00000000e+01
1,28,11.50000000*14.50000000,2.00000000e+01*2.00000000e+01
1,29,11.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,30,12.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,31,13.00000000*11.50000000,4.00000000e+01*4.00000000e+01
1,32,13.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,33,13.50000000*11.00000000,4.00000000e+01*4.00000000e+01
1,34,13.50000000*15.50000000,2.00000000e+01*2.00000000e+01
