grid,nr,cvs,kappas
1,0,3.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,1,3.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,2,3.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,3,3.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,4,3.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,5,3.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,6,3.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,7,3.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,8,3.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,9,4.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,10,4.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,11,4.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,12,4.00000000*17.50000000,8.00000000e+01*8.00000000e+01
1,13,4.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,14,4.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,15,4.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,16,4.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,17,4.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,18,4.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,19,4.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,20,4.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,21,4.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,22,4.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,23,4.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,24,5.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,25,5.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,26,5.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,27,5.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,28,5.00000000*17.50000000,8.00000000e+01*8.00000000e+01
1,29,5.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,30,5.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,31,5.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,32,5.50000000*14.00000000,4.00000000e+01*4.00000000e+01
1,33,5.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,34,5.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,35,5.50000000*16.00000000,2.00000000e+01*2.00000000e+01
1,36,5.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,37,5.50000000*17.50000000,8.00000000e+01*8.00000000e+01
