grid,nr,cvs,kappas
1,0,-1.00000000*3.00000000,8.00000000e+01*8.00000000e+01
1,1,-1.00000000*5.00000000,8.00000000e+01*8.00000000e+01
1,2,-1.00000000*7.00000000,8.00000000e+01*8.00000000e+01
1,3,-1.00000000*9.00000000,8.00000000e+01*8.00000000e+01
1,4,-1.00000000*11.00000000,8.00000000e+01*8.00000000e+01
1,5,-1.00000000*13.00000000,8.00000000e+01*8.00000000e+01
1,6,-1.00000000*17.00000000,8.00000000e+01*8.00000000e+01
1,7,-1.00000000*19.00000000,8.00000000e+01*8.00000000e+01
1,8,-1.00000000*21.00000000,8.00000000e+01*8.00000000e+01
1,9,0.00000000*3.00000000,4.00000000e+01*4.00000000e+01
1,10,0.00000000*5.00000000,4.00000000e+01*4.00000000e+01
1,11,0.00000000*7.00000000,8.00000000e+01*8.00000000e+01
1,12,0.00000000*9.00000000,8.00000000e+01*8.00000000e+01
1,13,0.00000000*11.00000000,4.00000000e+01*4.00000000e+01
1,14,0.00000000*13.00000000,4.00000000e+01*4.00000000e+01
1,15,0.00000000*17.00000000,8.00000000e+01*8.00000000e+01
1,16,0.00000000*19.00000000,8.00000000e+01*8.00000000e+01
1,17,0.00000000*21.00000000,8.00000000e+01*8.00000000e+01
1,18,1.00000000*1.00000000,2.00000000e+01*2.00000000e+01
1,19,1.00000000*2.00000000,4.00000000e+01*4.00000000e+01
1,20,1.00000000*3.00000000,4.00000000e+01*4.00000000e+01
1,21,1.00000000*4.00000000,4.00000000e+01*4.00000000e+01
1,22,1.00000000*5.00000000,4.00000000e+01*4.00000000e+01
1,23,1.00000000*6.00000000,4.00000000e+01*4.00000000e+01
1,24,1.00000000*7.00000000,4.00000000e+01*4.00000000e+01
1,25,1.00000000*8.00000000,4.00000000e+01*4.00000000e+01
1,26,1.00000000*9.00000000,1.00000000e+01*1.00000000e+01
1,27,1.00000000*11.00000000,2.00000000e+01*2.00000000e+01
1,28,1.00000000*12.00000000,4.00000000e+01*4.00000000e+01
1,29,1.00000000*13.00000000,4.00000000e+01*4.00000000e+01
1,30,1.00000000*14.00000000,4.00000000e+01*4.00000000e+01
1,31,1.00000000*15.00000000,2.00000000e+01*2.00000000e+01
1,32,1.00000000*16.00000000,4.00000000e+01*4.00000000e+01
