grid,nr,cvs,kappas
2,0,-0.50000000*2.50000000,8.00000000e+01*8.00000000e+01
2,1,-0.50000000*3.00000000,8.00000000e+01*8.00000000e+01
2,2,-0.50000000*3.50000000,8.00000000e+01*8.00000000e+01
2,3,-0.50000000*4.50000000,8.00000000e+01*8.00000000e+01
2,4,-0.50000000*5.00000000,8.00000000e+01*8.00000000e+01
2,5,-0.50000000*5.50000000,8.00000000e+01*8.00000000e+01
2,6,-0.50000000*10.50000000,8.00000000e+01*8.00000000e+01
2,7,-0.50000000*11.00000000,8.00000000e+01*8.00000000e+01
2,8,-0.50000000*11.50000000,8.00000000e+01*8.00000000e+01
2,9,-0.50000000*12.50000000,8.00000000e+01*8.00000000e+01
2,10,-0.50000000*13.00000000,8.00000000e+01*8.00000000e+01
2,11,-0.50000000*13.50000000,8.00000000e+01*8.00000000e+01
2,12,0.00000000*3.50000000,8.00000000e+01*8.00000000e+01
2,13,0.00000000*4.50000000,8.00000000e+01*8.00000000e+01
2,14,0.00000000*5.50000000,8.00000000e+01*8.00000000e+01
2,15,0.00000000*10.50000000,8.00000000e+01*8.00000000e+01
2,16,0.00000000*12.50000000,8.00000000e+01*8.00000000e+01
2,17,0.00000000*13.50000000,8.00000000e+01*8.00000000e+01
2,18,0.50000000*0.50000000,8.00000000e+01*8.00000000e+01
2,19,0.50000000*1.00000000,8.00000000e+01*8.00000000e+01
2,20,0.50000000*1.50000000,8.00000000e+01*8.00000000e+01
2,21,0.50000000*3.50000000,8.00000000e+01*8.00000000e+01
2,22,0.50000000*4.50000000,8.00000000e+01*8.00000000e+01
2,23,0.50000000*5.00000000,8.00000000e+01*8.00000000e+01
2,24,0.50000000*5.50000000,8.00000000e+01*8.00000000e+01
2,25,0.50000000*6.50000000,8.00000000e+01*8.00000000e+01
2,26,0.50000000*7.00000000,8.00000000e+01*8.00000000e+01
2,27,0.50000000*7.50000000,8.00000000e+01*8.00000000e+01
2,28,0.50000000*8.50000000,8.00000000e+01*8.00000000e+01
2,29,0.50000000*9.00000000,8.00000000e+01*8.00000000e+01
2,30,0.50000000*9.50000000,8.00000000e+01*8.00000000e+01
2,31,0.50000000*10.00000000,8.00000000e+01*8.00000000e+01
2,32,0.50000000*10.50000000,8.00000000e+01*8.00000000e+01
2,33,0.50000000*11.00000000,8.00000000e+01*8.00000000e+01
2,34,0.50000000*11.50000000,8.00000000e+01*8.00000000e+01
2,35,0.50000000*12.00000000,4.00000000e+01*4.00000000e+01
2,36,0.50000000*12.50000000,8.00000000e+01*8.00000000e+01
2,37,0.50000000*13.00000000,4.00000000e+01*4.00000000e+01
2,38,0.50000000*13.50000000,8.00000000e+01*8.00000000e+01
2,39,0.50000000*14.50000000,8.00000000e+01*8.00000000e+01
2,40,0.50000000*15.00000000,8.00000000e+01*8.00000000e+01
2,41,0.50000000*15.50000000,8.00000000e+01*8.00000000e+01
2,42,0.50000000*16.50000000,8.00000000e+01*8.00000000e+01
2,43,0.50000000*17.00000000,8.00000000e+01*8.00000000e+01
2,44,0.50000000*17.50000000,8.00000000e+01*8.00000000e+01
2,45,0.50000000*18.00000000,8.00000000e+01*8.00000000e+01
2,46,0.50000000*18.50000000,8.00000000e+01*8.00000000e+01
2,47,1.00000000*0.50000000,8.00000000e+01*8.00000000e+01
2,48,1.00000000*3.50000000,8.00000000e+01*8.00000000e+01
2,49,1.00000000*4.50000000,8.00000000e+01*8.00000000e+01
2,50,1.00000000*5.50000000,8.00000000e+01*8.00000000e+01
2,51,1.00000000*7.50000000,8.00000000e+01*8.00000000e+01
2,52,1.00000000*8.50000000,8.00000000e+01*8.00000000e+01
2,53,1.00000000*9.50000000,8.00000000e+01*8.00000000e+01
2,54,1.00000000*11.50000000,4.00000000e+01*4.00000000e+01
2,55,1.00000000*13.50000000,8.00000000e+01*8.00000000e+01
2,56,1.00000000*15.50000000,8.00000000e+01*8.00000000e+01
2,57,1.00000000*17.50000000,8.00000000e+01*8.00000000e+01
2,58,1.00000000*18.50000000,8.00000000e+01*8.00000000e+01
2,59,1.50000000*0.50000000,8.00000000e+01*8.00000000e+01
2,60,1.50000000*1.00000000,8.00000000e+01*8.00000000e+01
2,61,1.50000000*1.50000000,2.00000000e+01*2.00000000e+01
2,62,1.50000000*2.00000000,4.00000000e+01*4.00000000e+01
2,63,1.50000000*2.50000000,8.00000000e+01*8.00000000e+01
2,64,1.50000000*3.00000000,8.00000000e+01*8.00000000e+01
2,65,1.50000000*3.50000000,4.00000000e+01*4.00000000e+01
2,66,1.50000000*4.00000000,8.00000000e+01*8.00000000e+01
2,67,1.50000000*4.50000000,8.00000000e+01*8.00000000e+01
2,68,1.50000000*5.00000000,8.00000000e+01*8.00000000e+01
