grid,nr,cvs,kappas
1,0,4.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,1,4.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,2,4.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,3,5.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,4,5.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,5,5.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,6,5.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,7,5.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,8,5.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,9,5.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,10,6.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,11,6.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,12,6.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,13,7.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,14,7.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,15,7.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,16,8.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,17,8.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,18,8.00000000*15.50000000,4.00000000e+01*4.00000000e+01
1,19,8.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,20,8.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,21,8.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,22,8.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,23,8.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,24,8.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,25,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,26,9.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,27,9.50000000*13.00000000,4.00000000e+01*4.00000000e+01
1,28,9.50000000*13.50000000,4.00000000e+01*4.00000000e+01
