grid,nr,cvs,kappas
1,0,-0.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,1,-0.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,2,0.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,3,0.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,4,0.50000000*2.50000000,8.00000000e+01*8.00000000e+01
1,5,0.50000000*3.00000000,8.00000000e+01*8.00000000e+01
1,6,0.50000000*3.50000000,8.00000000e+01*8.00000000e+01
1,7,0.50000000*4.00000000,8.00000000e+01*8.00000000e+01
1,8,0.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,9,0.50000000*5.00000000,8.00000000e+01*8.00000000e+01
1,10,0.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,11,0.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,12,0.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,13,0.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,14,0.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,15,0.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,16,0.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,17,0.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,18,0.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,19,0.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,20,0.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,21,0.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,22,0.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,23,0.50000000*18.00000000,8.00000000e+01*8.00000000e+01
1,24,0.50000000*18.50000000,8.00000000e+01*8.00000000e+01
1,25,0.50000000*19.00000000,8.00000000e+01*8.00000000e+01
1,26,0.50000000*19.50000000,8.00000000e+01*8.00000000e+01
1,27,0.50000000*20.00000000,8.00000000e+01*8.00000000e+01
1,28,0.50000000*20.50000000,8.00000000e+01*8.00000000e+01
1,29,1.00000000*2.50000000,8.00000000e+01*8.00000000e+01
1,30,1.00000000*3.50000000,8.00000000e+01*8.00000000e+01
1,31,1.00000000*5.50000000,8.00000000e+01*8.00000000e+01
1,32,1.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,33,1.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,34,1.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,35,1.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,36,1.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,37,1.00000000*18.50000000,8.00000000e+01*8.00000000e+01
1,38,1.50000000*1.50000000,8.00000000e+01*8.00000000e+01
1,39,1.50000000*2.00000000,8.00000000e+01*8.00000000e+01
1,40,1.50000000*2.50000000,8.00000000e+01*8.00000000e+01
1,41,1.50000000*3.50000000,8.00000000e+01*8.00000000e+01
1,42,1.50000000*4.00000000,8.00000000e+01*8.00000000e+01
1,43,1.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,44,1.50000000*5.00000000,8.00000000e+01*8.00000000e+01
1,45,1.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,46,1.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,47,1.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,48,1.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,49,1.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,50,1.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,51,1.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,52,1.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,53,1.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,54,1.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,55,1.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,56,1.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,57,1.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,58,1.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,59,1.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,60,1.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,61,1.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,62,1.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,63,1.50000000*17.00000000,8.00000000e+01*8.00000000e+01
1,64,1.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,65,1.50000000*18.00000000,8.00000000e+01*8.00000000e+01
1,66,1.50000000*18.50000000,8.00000000e+01*8.00000000e+01
1,67,1.50000000*19.00000000,8.00000000e+01*8.00000000e+01
1,68,1.50000000*19.50000000,8.00000000e+01*8.00000000e+01
1,69,1.50000000*20.00000000,8.00000000e+01*8.00000000e+01
1,70,1.50000000*20.50000000,8.00000000e+01*8.00000000e+01
1,71,2.00000000*1.50000000,8.00000000e+01*8.00000000e+01
1,72,2.00000000*2.50000000,8.00000000e+01*8.00000000e+01
1,73,2.00000000*3.50000000,8.00000000e+01*8.00000000e+01
1,74,2.00000000*4.50000000,8.00000000e+01*8.00000000e+01
1,75,2.00000000*5.50000000,8.00000000e+01*8.00000000e+01
1,76,2.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,77,2.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,78,2.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,79,2.00000000*11.50000000,8.00000000e+01*8.00000000e+01
1,80,2.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,81,2.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,82,2.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,83,2.00000000*15.50000000,8.00000000e+01*8.00000000e+01
1,84,2.00000000*16.50000000,8.00000000e+01*8.00000000e+01
1,85,2.00000000*18.50000000,8.00000000e+01*8.00000000e+01
1,86,2.50000000*1.50000000,8.00000000e+01*8.00000000e+01
1,87,2.50000000*2.50000000,8.00000000e+01*8.00000000e+01
1,88,2.50000000*3.50000000,8.00000000e+01*8.00000000e+01
1,89,2.50000000*4.00000000,8.00000000e+01*8.00000000e+01
1,90,2.50000000*4.50000000,8.00000000e+01*8.00000000e+01
1,91,2.50000000*5.00000000,8.00000000e+01*8.00000000e+01
1,92,2.50000000*5.50000000,8.00000000e+01*8.00000000e+01
1,93,2.50000000*6.00000000,8.00000000e+01*8.00000000e+01
1,94,2.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,95,2.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,96,2.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,97,2.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,98,2.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,99,2.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,100,2.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,101,2.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,102,2.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,103,2.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,104,2.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,105,2.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,106,2.50000000*15.00000000,8.00000000e+01*8.00000000e+01
1,107,2.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,108,2.50000000*16.00000000,8.00000000e+01*8.00000000e+01
1,109,2.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,110,2.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,111,2.50000000*18.50000000,8.00000000e+01*8.00000000e+01
1,112,2.50000000*19.00000000,8.00000000e+01*8.00000000e+01
1,113,2.50000000*19.50000000,8.00000000e+01*8.00000000e+01
1,114,2.50000000*20.00000000,8.00000000e+01*8.00000000e+01
1,115,2.50000000*20.50000000,8.00000000e+01*8.00000000e+01
