6.050000000e-01	3.278386132e+01
6.150000000e-01	3.181646874e+01
6.250000000e-01	3.086258269e+01
6.350000000e-01	2.985496799e+01
6.450000000e-01	2.888423159e+01
6.550000000e-01	2.807573280e+01
6.650000000e-01	2.714827381e+01
6.750000000e-01	2.620578865e+01
6.850000000e-01	2.532226219e+01
6.950000000e-01	2.431751637e+01
7.050000000e-01	2.330972610e+01
7.150000000e-01	2.201952229e+01
7.250000000e-01	2.050780851e+01
7.350000000e-01	1.893435381e+01
7.450000000e-01	1.704818012e+01
7.550000000e-01	1.528270245e+01
7.650000000e-01	1.370854700e+01
7.750000000e-01	1.207219228e+01
7.850000000e-01	1.010674977e+01
7.950000000e-01	8.198173410e+00
8.050000000e-01	6.530678204e+00
8.150000000e-01	5.124303180e+00
8.250000000e-01	4.366491874e+00
8.350000000e-01	3.936646237e+00
8.450000000e-01	4.084022730e+00
8.550000000e-01	4.924294575e+00
8.650000000e-01	7.216697993e+00
8.750000000e-01	1.272445996e+01
8.850000000e-01	2.380394564e+01
8.950000000e-01	4.430886480e+01
