-8.950000000e-01	7.230639872e+01
-8.850000000e-01	4.607399776e+01
-8.750000000e-01	3.358770386e+01
-8.650000000e-01	2.491473004e+01
-8.550000000e-01	1.761326810e+01
-8.450000000e-01	1.169352389e+01
-8.350000000e-01	7.255680745e+00
-8.250000000e-01	4.190136710e+00
-8.150000000e-01	2.172717768e+00
-8.050000000e-01	8.779490588e-01
-7.950000000e-01	2.059464905e-01
-7.850000000e-01	0.000000000e+00
-7.750000000e-01	2.233151247e-01
-7.650000000e-01	7.267472505e-01
-7.550000000e-01	1.373427814e+00
-7.450000000e-01	2.179203751e+00
-7.350000000e-01	3.215729964e+00
-7.250000000e-01	4.261926472e+00
-7.150000000e-01	5.601105819e+00
-7.050000000e-01	7.002240966e+00
-6.950000000e-01	8.724959038e+00
-6.850000000e-01	1.058863776e+01
-6.750000000e-01	1.258905180e+01
-6.650000000e-01	1.469163056e+01
-6.550000000e-01	1.677487310e+01
-6.450000000e-01	1.869785066e+01
-6.350000000e-01	2.035602470e+01
-6.250000000e-01	2.190852904e+01
-6.150000000e-01	2.337777775e+01
-6.050000000e-01	2.467794911e+01
-5.950000000e-01	2.605859230e+01
-5.850000000e-01	2.748836094e+01
-5.750000000e-01	2.885961097e+01
-5.650000000e-01	3.026311786e+01
-5.550000000e-01	3.171763443e+01
-5.450000000e-01	3.308084379e+01
-5.350000000e-01	3.449451465e+01
-5.250000000e-01	3.599538610e+01
-5.150000000e-01	3.745667072e+01
-5.050000000e-01	3.884648090e+01
-4.950000000e-01	4.026886309e+01
-4.850000000e-01	4.169677314e+01
-4.750000000e-01	4.306304544e+01
-4.650000000e-01	4.440552682e+01
-4.550000000e-01	4.573118562e+01
-4.450000000e-01	4.701622793e+01
-4.350000000e-01	4.831230302e+01
-4.250000000e-01	4.958879559e+01
-4.150000000e-01	5.079427768e+01
-4.050000000e-01	5.206608857e+01
-3.950000000e-01	5.340023822e+01
-3.850000000e-01	5.469387693e+01
-3.750000000e-01	5.608957167e+01
-3.650000000e-01	5.728539837e+01
-3.550000000e-01	5.855575138e+01
-3.450000000e-01	5.984698174e+01
-3.350000000e-01	6.110105093e+01
-3.250000000e-01	6.239038994e+01
-3.150000000e-01	6.355902322e+01
-3.050000000e-01	6.482049229e+01
-2.950000000e-01	6.601577554e+01
-2.850000000e-01	6.724584727e+01
-2.750000000e-01	6.848576544e+01
-2.650000000e-01	6.969792460e+01
-2.550000000e-01	7.086227355e+01
-2.450000000e-01	7.205738225e+01
-2.350000000e-01	7.326817547e+01
-2.250000000e-01	7.435013130e+01
-2.150000000e-01	7.533842464e+01
-2.050000000e-01	7.638683196e+01
-1.950000000e-01	7.713429195e+01
-1.850000000e-01	7.804638096e+01
-1.750000000e-01	7.885994655e+01
-1.650000000e-01	7.952314909e+01
-1.550000000e-01	8.026204426e+01
-1.450000000e-01	8.087614473e+01
-1.350000000e-01	8.159858783e+01
-1.250000000e-01	8.226167211e+01
-1.150000000e-01	8.290698824e+01
-1.050000000e-01	8.351089877e+01
-9.500000000e-02	8.407454080e+01
-8.500000000e-02	8.453524569e+01
-7.500000000e-02	8.510939378e+01
-6.500000000e-02	8.563108529e+01
-5.500000000e-02	8.594659380e+01
-4.500000000e-02	8.619825907e+01
-3.500000000e-02	8.629758894e+01
-2.500000000e-02	8.640212403e+01
-1.500000000e-02	8.654161563e+01
-5.000000000e-03	8.652492761e+01
5.000000000e-03	8.632163283e+01
1.500000000e-02	8.617125070e+01
2.500000000e-02	8.598944297e+01
3.500000000e-02	8.569614105e+01
4.500000000e-02	8.546571319e+01
5.500000000e-02	8.509898177e+01
6.500000000e-02	8.463381560e+01
7.500000000e-02	8.428347736e+01
8.500000000e-02	8.376958352e+01
9.500000000e-02	8.327675721e+01
1.050000000e-01	8.276687096e+01
1.150000000e-01	8.202701950e+01
1.250000000e-01	8.138858647e+01
1.350000000e-01	8.065632817e+01
1.450000000e-01	7.987036442e+01
1.550000000e-01	7.901500919e+01
1.650000000e-01	7.820656418e+01
1.750000000e-01	7.737284664e+01
1.850000000e-01	7.649628125e+01
1.950000000e-01	7.553905579e+01
2.050000000e-01	7.459907405e+01
2.150000000e-01	7.363854245e+01
2.250000000e-01	7.260856873e+01
2.350000000e-01	7.163122811e+01
2.450000000e-01	7.062243519e+01
2.550000000e-01	6.970892584e+01
2.650000000e-01	6.872153657e+01
2.750000000e-01	6.772115670e+01
2.850000000e-01	6.673043825e+01
2.950000000e-01	6.565195928e+01
3.050000000e-01	6.461685624e+01
3.150000000e-01	6.365239713e+01
3.250000000e-01	6.267394690e+01
3.350000000e-01	6.156864187e+01
3.450000000e-01	6.040571263e+01
3.550000000e-01	5.928463187e+01
3.650000000e-01	5.797252137e+01
3.750000000e-01	5.681676150e+01
3.850000000e-01	5.556947009e+01
3.950000000e-01	5.439567009e+01
4.050000000e-01	5.325457188e+01
4.150000000e-01	5.209470614e+01
4.250000000e-01	5.099073849e+01
4.350000000e-01	4.977466744e+01
4.450000000e-01	4.867368075e+01
4.550000000e-01	4.768351963e+01
4.650000000e-01	4.656622301e+01
4.750000000e-01	4.560478846e+01
4.850000000e-01	4.448255764e+01
4.950000000e-01	4.347118326e+01
5.050000000e-01	4.251701518e+01
5.150000000e-01	4.149792523e+01
5.250000000e-01	4.044603861e+01
5.350000000e-01	3.947966135e+01
5.450000000e-01	3.859481033e+01
5.550000000e-01	3.761657868e+01
5.650000000e-01	3.668036483e+01
5.750000000e-01	3.559879521e+01
5.850000000e-01	3.469939649e+01
5.950000000e-01	3.381487715e+01
