layer,nr,cvs,kappas,type
1,352,-5.25000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,353,-5.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,354,-5.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,355,-5.25000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,356,-5.25000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,357,-5.25000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,358,-5.25000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,359,-5.25000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,360,-5.25000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,361,-5.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,362,-5.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,363,-5.25000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,364,-5.25000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,365,-5.25000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,366,-5.25000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,367,-5.25000000*15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,368,-5.25000000*15.75000000,6.40000000e+01*6.40000000e+01,new_node
1,369,-4.50000000*-15.75000000,6.40000000e+01*6.40000000e+01,new_node
1,370,-4.50000000*-14.25000000,1.60000000e+01*1.60000000e+01,new_node
1,371,-4.50000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,372,-4.50000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,373,-4.50000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,374,-4.50000000*-8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,375,-4.50000000*-6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,376,-4.50000000*-5.25000000,6.40000000e+01*6.40000000e+01,new_node
1,377,-4.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,378,-4.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,379,-4.50000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,380,-4.50000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,381,-4.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,382,-4.50000000*3.75000000,1.60000000e+01*1.60000000e+01,new_node
1,383,-4.50000000*5.25000000,1.60000000e+01*1.60000000e+01,new_node
1,384,-4.50000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,385,-4.50000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,386,-4.50000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,387,-4.50000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,388,-4.50000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,389,-4.50000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,390,-4.50000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,391,-3.75000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,392,-3.75000000*-16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,393,-3.75000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,394,-3.75000000*-15.00000000,1.60000000e+01*1.60000000e+01,new_node
1,395,-3.75000000*-14.25000000,1.60000000e+01*1.60000000e+01,new_node
1,396,-3.75000000*-13.50000000,6.40000000e+01*6.40000000e+01,new_node
1,397,-3.75000000*-12.75000000,6.40000000e+01*6.40000000e+01,new_node
1,398,-3.75000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,399,-3.75000000*-11.25000000,6.40000000e+01*6.40000000e+01,new_node
1,400,-3.75000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,401,-3.75000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,402,-3.75000000*-9.00000000,6.40000000e+01*6.40000000e+01,new_node
1,403,-3.75000000*-8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,404,-3.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,405,-3.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,406,-3.75000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,407,-3.75000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,408,-3.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,409,-3.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,410,-3.75000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,411,-3.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,412,-3.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,413,-3.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,414,-3.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,415,-3.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,416,-3.75000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,417,-3.75000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,418,-3.75000000*3.00000000,1.60000000e+01*1.60000000e+01,new_node
1,419,-3.75000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,420,-3.75000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,421,-3.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,422,-3.75000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,423,-3.75000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,424,-3.75000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,425,-3.75000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,426,-3.75000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,427,-3.75000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,428,-3.75000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,429,-3.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,430,-3.75000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,431,-3.75000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,432,-3.75000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,433,-3.75000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,434,-3.75000000*15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,435,-3.75000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,436,-3.75000000*16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,437,-3.75000000*17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,438,-3.00000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,439,-3.00000000*-14.25000000,6.40000000e+01*6.40000000e+01,new_node
1,440,-3.00000000*-12.75000000,6.40000000e+01*6.40000000e+01,new_node
1,441,-3.00000000*-11.25000000,6.40000000e+01*6.40000000e+01,new_node
1,442,-3.00000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,443,-3.00000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,444,-3.00000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,445,-3.00000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,446,-3.00000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,447,-3.00000000*-2.25000000,6.40000000e+01*6.40000000e+01,new_node
1,448,-3.00000000*-0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,449,-3.00000000*0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,450,-3.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,451,-3.00000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,452,-3.00000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,453,-3.00000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,454,-3.00000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,455,-3.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,456,-3.00000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,457,-3.00000000*12.75000000,1.60000000e+01*1.60000000e+01,new_node
1,458,-3.00000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,459,-3.00000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,460,-2.25000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,461,-2.25000000*-16.50000000,6.40000000e+01*6.40000000e+01,new_node
1,462,-2.25000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,463,-2.25000000*-15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,464,-2.25000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,465,-2.25000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,466,-2.25000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,467,-2.25000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,468,-2.25000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,469,-2.25000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,470,-2.25000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,471,-2.25000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,472,-2.25000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,473,-2.25000000*-7.50000000,6.40000000e+01*6.40000000e+01,new_node
1,474,-2.25000000*-6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,475,-2.25000000*-6.00000000,6.40000000e+01*6.40000000e+01,new_node
1,476,-2.25000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,477,-2.25000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,478,-2.25000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,479,-2.25000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,480,-2.25000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,481,-2.25000000*-1.50000000,6.40000000e+01*6.40000000e+01,new_node
1,482,-2.25000000*-0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,483,-2.25000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,484,-2.25000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,485,-2.25000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,486,-2.25000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,487,-2.25000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,488,-2.25000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,489,-2.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,490,-2.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,491,-2.25000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,492,-2.25000000*6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,493,-2.25000000*7.50000000,6.40000000e+01*6.40000000e+01,new_node
1,494,-2.25000000*8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,495,-2.25000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,496,-2.25000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,497,-2.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,498,-2.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,499,-2.25000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,500,-2.25000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,501,-2.25000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,502,-2.25000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,503,-2.25000000*15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,504,-2.25000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,505,-2.25000000*16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,506,-2.25000000*17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,507,-1.50000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,508,-1.50000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,509,-1.50000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,510,-1.50000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,511,-1.50000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,512,-1.50000000*-9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,513,-1.50000000*-8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,514,-1.50000000*-6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,515,-1.50000000*-5.25000000,6.40000000e+01*6.40000000e+01,new_node
1,516,-1.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,517,-1.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,518,-1.50000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,519,-1.50000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,520,-1.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,521,-1.50000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,522,-1.50000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,523,-1.50000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,524,-1.50000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,525,-1.50000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,526,-1.50000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,527,-1.50000000*12.75000000,1.60000000e+01*1.60000000e+01,new_node
1,528,-1.50000000*14.25000000,1.60000000e+01*1.60000000e+01,new_node
1,529,-1.50000000*15.75000000,1.60000000e+01*1.60000000e+01,new_node
1,530,-1.50000000*17.25000000,6.40000000e+01*6.40000000e+01,new_node
1,531,-0.75000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,532,-0.75000000*-16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,533,-0.75000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,534,-0.75000000*-15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,535,-0.75000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,536,-0.75000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,537,-0.75000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,538,-0.75000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,539,-0.75000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,540,-0.75000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,541,-0.75000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,542,-0.75000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,543,-0.75000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,544,-0.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,545,-0.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,546,-0.75000000*-6.00000000,1.60000000e+01*1.60000000e+01,new_node
1,547,-0.75000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,548,-0.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,549,-0.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,550,-0.75000000*-3.00000000,6.40000000e+01*6.40000000e+01,new_node
1,551,-0.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,552,-0.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,553,-0.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,554,-0.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,555,-0.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,556,-0.75000000*1.50000000,1.60000000e+01*1.60000000e+01,new_node
1,557,-0.75000000*2.25000000,1.60000000e+01*1.60000000e+01,new_node
1,558,-0.75000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,559,-0.75000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,560,-0.75000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,561,-0.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,562,-0.75000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,563,-0.75000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,564,-0.75000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,565,-0.75000000*8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,566,-0.75000000*9.00000000,6.40000000e+01*6.40000000e+01,new_node
1,567,-0.75000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,568,-0.75000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,569,-0.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,570,-0.75000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,571,-0.75000000*12.75000000,6.40000000e+01*6.40000000e+01,new_node
1,572,-0.75000000*13.50000000,6.40000000e+01*6.40000000e+01,new_node
1,573,-0.75000000*14.25000000,6.40000000e+01*6.40000000e+01,new_node
1,574,-0.75000000*15.00000000,6.40000000e+01*6.40000000e+01,new_node
1,575,-0.75000000*15.75000000,6.40000000e+01*6.40000000e+01,new_node
1,576,-0.75000000*16.50000000,6.40000000e+01*6.40000000e+01,new_node
1,577,-0.75000000*17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,578,0.00000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,579,0.00000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,580,0.00000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,581,0.00000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,582,0.00000000*-11.25000000,1.60000000e+01*1.60000000e+01,new_node
1,583,0.00000000*-9.75000000,1.60000000e+01*1.60000000e+01,new_node
1,584,0.00000000*-8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,585,0.00000000*-6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,586,0.00000000*-5.25000000,1.60000000e+01*1.60000000e+01,new_node
1,587,0.00000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,588,0.00000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,589,0.00000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,590,0.00000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,591,0.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,592,0.00000000*3.75000000,6.40000000e+01*6.40000000e+01,new_node
1,593,0.00000000*5.25000000,6.40000000e+01*6.40000000e+01,new_node
1,594,0.00000000*6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,595,0.00000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,596,0.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,597,0.00000000*11.25000000,6.40000000e+01*6.40000000e+01,new_node
1,598,0.00000000*12.75000000,6.40000000e+01*6.40000000e+01,new_node
1,599,0.00000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,600,0.00000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,601,0.00000000*17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,602,0.75000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,603,0.75000000*-16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,604,0.75000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,605,0.75000000*-15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,606,0.75000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,607,0.75000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,608,0.75000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,609,0.75000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,610,0.75000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,611,0.75000000*-10.50000000,1.60000000e+01*1.60000000e+01,new_node
1,612,0.75000000*-9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,613,0.75000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,614,0.75000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,615,0.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,616,0.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,617,0.75000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,618,0.75000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,619,0.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,620,0.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,621,0.75000000*-3.00000000,6.40000000e+01*6.40000000e+01,new_node
1,622,0.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,623,0.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,624,0.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,625,0.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,626,0.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,627,0.75000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,628,0.75000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,629,0.75000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,630,0.75000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,631,0.75000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,632,0.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,633,0.75000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,634,0.75000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,635,0.75000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,636,0.75000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,637,0.75000000*9.00000000,6.40000000e+01*6.40000000e+01,new_node
1,638,0.75000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,639,0.75000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,640,0.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,641,0.75000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,642,0.75000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,643,0.75000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,644,0.75000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,645,0.75000000*15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,646,0.75000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,647,0.75000000*16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,648,0.75000000*17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,649,1.50000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,650,1.50000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,651,1.50000000*-14.25000000,1.60000000e+01*1.60000000e+01,new_node
1,652,1.50000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,653,1.50000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,654,1.50000000*-9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,655,1.50000000*-8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,656,1.50000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,657,1.50000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,658,1.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,659,1.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,660,1.50000000*-0.75000000,1.60000000e+01*1.60000000e+01,new_node
1,661,1.50000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,662,1.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,663,1.50000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,664,1.50000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,665,1.50000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,666,1.50000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,667,1.50000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,668,1.50000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,669,1.50000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,670,1.50000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,671,1.50000000*15.75000000,1.60000000e+01*1.60000000e+01,new_node
1,672,1.50000000*17.25000000,1.60000000e+01*1.60000000e+01,new_node
1,673,2.25000000*-17.25000000,1.60000000e+01*1.60000000e+01,new_node
1,674,2.25000000*-16.50000000,1.60000000e+01*1.60000000e+01,new_node
1,675,2.25000000*-15.75000000,6.40000000e+01*6.40000000e+01,new_node
1,676,2.25000000*-15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,677,2.25000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,678,2.25000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,679,2.25000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,680,2.25000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,681,2.25000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,682,2.25000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,683,2.25000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,684,2.25000000*-9.00000000,1.60000000e+01*1.60000000e+01,new_node
1,685,2.25000000*-8.25000000,1.60000000e+01*1.60000000e+01,new_node
1,686,2.25000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,687,2.25000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,688,2.25000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,689,2.25000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,690,2.25000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,691,2.25000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,692,2.25000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,693,2.25000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,694,2.25000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,695,2.25000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,696,2.25000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,697,2.25000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,698,2.25000000*1.50000000,1.60000000e+01*1.60000000e+01,new_node
1,699,2.25000000*2.25000000,1.60000000e+01*1.60000000e+01,new_node
1,700,2.25000000*3.00000000,1.60000000e+01*1.60000000e+01,new_node
1,701,2.25000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,702,2.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,703,2.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,704,2.25000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,705,2.25000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,706,2.25000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,707,2.25000000*8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,708,2.25000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
