layer,nr,cvs,kappas,type
1,709,2.25000000*9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,710,2.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,711,2.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,712,2.25000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,713,2.25000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,714,2.25000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,715,2.25000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,716,2.25000000*15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,717,2.25000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,718,2.25000000*16.50000000,6.40000000e+01*6.40000000e+01,new_node
1,719,2.25000000*17.25000000,1.60000000e+01*1.60000000e+01,new_node
1,720,3.00000000*-15.75000000,1.60000000e+01*1.60000000e+01,new_node
1,721,3.00000000*-14.25000000,1.60000000e+01*1.60000000e+01,new_node
1,722,3.00000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,723,3.00000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,724,3.00000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,725,3.00000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,726,3.00000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,727,3.00000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,728,3.00000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,729,3.00000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,730,3.00000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,731,3.00000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,732,3.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,733,3.00000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,734,3.00000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,735,3.00000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,736,3.00000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,737,3.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,738,3.00000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,739,3.00000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,740,3.00000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,741,3.00000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,742,3.75000000*-17.25000000,3.20000000e+01*3.20000000e+01,new_node
1,743,3.75000000*-16.50000000,3.20000000e+01*3.20000000e+01,new_node
1,744,3.75000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,745,3.75000000*-15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,746,3.75000000*-14.25000000,6.40000000e+01*6.40000000e+01,new_node
1,747,3.75000000*-13.50000000,6.40000000e+01*6.40000000e+01,new_node
1,748,3.75000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,749,3.75000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,750,3.75000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,751,3.75000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,752,3.75000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,753,3.75000000*-9.00000000,1.60000000e+01*1.60000000e+01,new_node
1,754,3.75000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,755,3.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,756,3.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,757,3.75000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,758,3.75000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,759,3.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,760,3.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,761,3.75000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,762,3.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,763,3.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,764,3.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,765,3.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,766,3.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,767,3.75000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,768,3.75000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,769,3.75000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,770,3.75000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,771,3.75000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,772,3.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,773,3.75000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,774,3.75000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,775,3.75000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,776,3.75000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,777,3.75000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,778,3.75000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,779,3.75000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,780,3.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,781,3.75000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,782,3.75000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,783,3.75000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,784,3.75000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,785,3.75000000*15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,786,3.75000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,787,3.75000000*16.50000000,6.40000000e+01*6.40000000e+01,new_node
1,788,3.75000000*17.25000000,6.40000000e+01*6.40000000e+01,new_node
1,789,4.50000000*-15.75000000,6.40000000e+01*6.40000000e+01,new_node
1,790,4.50000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,791,4.50000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,792,4.50000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,793,4.50000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,794,4.50000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,795,4.50000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,796,4.50000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,797,4.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,798,4.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,799,4.50000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,800,4.50000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,801,4.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,802,4.50000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,803,4.50000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,804,4.50000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,805,4.50000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,806,4.50000000*9.75000000,1.60000000e+01*1.60000000e+01,new_node
1,807,4.50000000*11.25000000,1.60000000e+01*1.60000000e+01,new_node
1,808,4.50000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,809,4.50000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,810,4.50000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,811,5.25000000*-15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,812,5.25000000*-15.00000000,3.20000000e+01*3.20000000e+01,new_node
1,813,5.25000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,814,5.25000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,815,5.25000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,816,5.25000000*-12.00000000,6.40000000e+01*6.40000000e+01,new_node
1,817,5.25000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,818,5.25000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,819,5.25000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,820,5.25000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,821,5.25000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,822,5.25000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,823,5.25000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,824,5.25000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,825,5.25000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,826,5.25000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,827,5.25000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,828,5.25000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,829,5.25000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,830,5.25000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,831,5.25000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,832,5.25000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,833,5.25000000*0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,834,5.25000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,835,5.25000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,836,5.25000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,837,5.25000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,838,5.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,839,5.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,840,5.25000000*6.00000000,6.40000000e+01*6.40000000e+01,new_node
1,841,5.25000000*6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,842,5.25000000*7.50000000,6.40000000e+01*6.40000000e+01,new_node
1,843,5.25000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,844,5.25000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,845,5.25000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,846,5.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,847,5.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,848,5.25000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,849,5.25000000*12.75000000,6.40000000e+01*6.40000000e+01,new_node
1,850,5.25000000*13.50000000,6.40000000e+01*6.40000000e+01,new_node
1,851,5.25000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,852,5.25000000*15.00000000,6.40000000e+01*6.40000000e+01,new_node
1,853,5.25000000*15.75000000,3.20000000e+01*3.20000000e+01,new_node
1,854,6.00000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,855,6.00000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,856,6.00000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,857,6.00000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,858,6.00000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,859,6.00000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,860,6.00000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,861,6.00000000*-3.75000000,1.60000000e+01*1.60000000e+01,new_node
1,862,6.00000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,863,6.00000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,864,6.00000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,865,6.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,866,6.00000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,867,6.00000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,868,6.00000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,869,6.00000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,870,6.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,871,6.00000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,872,6.00000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,873,6.00000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,874,6.75000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,875,6.75000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,876,6.75000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,877,6.75000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,878,6.75000000*-11.25000000,6.40000000e+01*6.40000000e+01,new_node
1,879,6.75000000*-10.50000000,6.40000000e+01*6.40000000e+01,new_node
1,880,6.75000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,881,6.75000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,882,6.75000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,883,6.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,884,6.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,885,6.75000000*-6.00000000,6.40000000e+01*6.40000000e+01,new_node
1,886,6.75000000*-5.25000000,6.40000000e+01*6.40000000e+01,new_node
1,887,6.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,888,6.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,889,6.75000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,890,6.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,891,6.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,892,6.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,893,6.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,894,6.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,895,6.75000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,896,6.75000000*2.25000000,6.40000000e+01*6.40000000e+01,new_node
1,897,6.75000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,898,6.75000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,899,6.75000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,900,6.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,901,6.75000000*6.00000000,1.60000000e+01*1.60000000e+01,new_node
1,902,6.75000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,903,6.75000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,904,6.75000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,905,6.75000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,906,6.75000000*9.75000000,1.60000000e+01*1.60000000e+01,new_node
1,907,6.75000000*10.50000000,1.60000000e+01*1.60000000e+01,new_node
1,908,6.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,909,6.75000000*12.00000000,1.60000000e+01*1.60000000e+01,new_node
1,910,6.75000000*12.75000000,1.60000000e+01*1.60000000e+01,new_node
1,911,6.75000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,912,6.75000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,913,7.50000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,914,7.50000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,915,7.50000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,916,7.50000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,917,7.50000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,918,7.50000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,919,7.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,920,7.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,921,7.50000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,922,7.50000000*0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,923,7.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,924,7.50000000*3.75000000,6.40000000e+01*6.40000000e+01,new_node
1,925,7.50000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,926,7.50000000*6.75000000,6.40000000e+01*6.40000000e+01,new_node
1,927,7.50000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,928,7.50000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,929,7.50000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,930,7.50000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,931,8.25000000*-14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,932,8.25000000*-13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,933,8.25000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,934,8.25000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,935,8.25000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,936,8.25000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,937,8.25000000*-9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,938,8.25000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,939,8.25000000*-8.25000000,1.60000000e+01*1.60000000e+01,new_node
1,940,8.25000000*-7.50000000,1.60000000e+01*1.60000000e+01,new_node
1,941,8.25000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,942,8.25000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,943,8.25000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,944,8.25000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,945,8.25000000*-3.75000000,1.60000000e+01*1.60000000e+01,new_node
1,946,8.25000000*-3.00000000,1.60000000e+01*1.60000000e+01,new_node
1,947,8.25000000*-2.25000000,1.60000000e+01*1.60000000e+01,new_node
1,948,8.25000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,949,8.25000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,950,8.25000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,951,8.25000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,952,8.25000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,953,8.25000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,954,8.25000000*3.00000000,1.60000000e+01*1.60000000e+01,new_node
1,955,8.25000000*3.75000000,1.60000000e+01*1.60000000e+01,new_node
1,956,8.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,957,8.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,958,8.25000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,959,8.25000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,960,8.25000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,961,8.25000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,962,8.25000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,963,8.25000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,964,8.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,965,8.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,966,8.25000000*12.00000000,6.40000000e+01*6.40000000e+01,new_node
1,967,8.25000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,968,8.25000000*13.50000000,3.20000000e+01*3.20000000e+01,new_node
1,969,8.25000000*14.25000000,3.20000000e+01*3.20000000e+01,new_node
1,970,9.00000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,971,9.00000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,972,9.00000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,973,9.00000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,974,9.00000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,975,9.00000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,976,9.00000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,977,9.00000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,978,9.00000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,979,9.00000000*0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,980,9.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,981,9.00000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,982,9.00000000*5.25000000,1.60000000e+01*1.60000000e+01,new_node
1,983,9.00000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,984,9.00000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,985,9.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,986,9.00000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,987,9.00000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,988,9.75000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,989,9.75000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,990,9.75000000*-11.25000000,1.60000000e+01*1.60000000e+01,new_node
1,991,9.75000000*-10.50000000,1.60000000e+01*1.60000000e+01,new_node
1,992,9.75000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,993,9.75000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,994,9.75000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,995,9.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,996,9.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,997,9.75000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,998,9.75000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,999,9.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1000,9.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1001,9.75000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1002,9.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1003,9.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1004,9.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1005,9.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1006,9.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1007,9.75000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1008,9.75000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1009,9.75000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1010,9.75000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1011,9.75000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1012,9.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1013,9.75000000*6.00000000,6.40000000e+01*6.40000000e+01,new_node
1,1014,9.75000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1015,9.75000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1016,9.75000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1017,9.75000000*9.00000000,6.40000000e+01*6.40000000e+01,new_node
1,1018,9.75000000*9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,1019,9.75000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1020,9.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1021,9.75000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1022,9.75000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1023,10.50000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1024,10.50000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1025,10.50000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1026,10.50000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1027,10.50000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1028,10.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1029,10.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1030,10.50000000*-0.75000000,6.40000000e+01*6.40000000e+01,new_node
1,1031,10.50000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1032,10.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1033,10.50000000*3.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1034,10.50000000*5.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1035,10.50000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1036,10.50000000*8.25000000,6.40000000e+01*6.40000000e+01,new_node
1,1037,10.50000000*9.75000000,6.40000000e+01*6.40000000e+01,new_node
1,1038,10.50000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1039,11.25000000*-12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1040,11.25000000*-12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1041,11.25000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1042,11.25000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1043,11.25000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1044,11.25000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1045,11.25000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1046,11.25000000*-7.50000000,1.60000000e+01*1.60000000e+01,new_node
1,1047,11.25000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1048,11.25000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1049,11.25000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1050,11.25000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1051,11.25000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1052,11.25000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1053,11.25000000*-2.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1054,11.25000000*-1.50000000,1.60000000e+01*1.60000000e+01,new_node
1,1055,11.25000000*-0.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1056,11.25000000*0.00000000,1.60000000e+01*1.60000000e+01,new_node
1,1057,11.25000000*0.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1058,11.25000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1059,11.25000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1060,11.25000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1061,11.25000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1062,11.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1063,11.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1064,11.25000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1065,11.25000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1066,11.25000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1067,11.25000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1068,11.25000000*9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1069,11.25000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
