grid,nr,cvs,kappas
1,0,11.50000000*14.50000000,2.00000000e+01*2.00000000e+01
1,1,12.00000000*14.50000000,1.00000000e+01*1.00000000e+01
1,2,12.50000000*13.50000000,1.00000000e+01*1.00000000e+01
1,3,12.50000000*14.00000000,1.00000000e+01*1.00000000e+01
1,4,12.50000000*14.50000000,1.00000000e+01*1.00000000e+01
1,5,12.50000000*15.00000000,1.00000000e+01*1.00000000e+01
1,6,12.50000000*15.50000000,2.00000000e+01*2.00000000e+01
1,7,12.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,8,12.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,9,14.50000000*10.50000000,2.00000000e+01*2.00000000e+01
1,10,14.50000000*13.50000000,1.00000000e+01*1.00000000e+01
1,11,15.00000000*10.50000000,4.00000000e+01*4.00000000e+01
1,12,15.00000000*13.50000000,1.00000000e+01*1.00000000e+01
1,13,15.50000000*10.50000000,4.00000000e+01*4.00000000e+01
1,14,15.50000000*13.50000000,2.00000000e+01*2.00000000e+01
1,15,12.00000000*16.00000000,2.00000000e+01*2.00000000e+01
1,16,13.00000000*16.00000000,2.00000000e+01*2.00000000e+01
1,17,15.00000000*10.00000000,2.00000000e+01*2.00000000e+01
1,18,15.00000000*11.00000000,2.00000000e+01*2.00000000e+01
1,19,15.00000000*13.00000000,2.00000000e+01*2.00000000e+01
1,20,7.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,21,7.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,22,7.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,23,7.50000000*15.50000000,8.00000000e+01*8.00000000e+01
1,24,7.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,25,8.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,26,8.00000000*15.50000000,4.00000000e+01*4.00000000e+01
1,27,8.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,28,8.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,29,8.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,30,8.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,31,8.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,32,8.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,33,8.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,34,8.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,35,9.00000000*12.50000000,4.00000000e+01*4.00000000e+01
1,36,9.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,37,9.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,38,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,39,9.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,40,9.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,41,9.50000000*13.00000000,4.00000000e+01*4.00000000e+01
1,42,9.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,43,9.50000000*14.50000000,4.00000000e+01*4.00000000e+01
1,44,9.50000000*15.00000000,4.00000000e+01*4.00000000e+01
1,45,9.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,46,9.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,47,9.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,48,10.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,49,10.00000000*13.50000000,4.00000000e+01*4.00000000e+01
1,50,10.00000000*14.50000000,4.00000000e+01*4.00000000e+01
1,51,10.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,52,10.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,53,10.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,54,10.50000000*11.50000000,4.00000000e+01*4.00000000e+01
1,55,10.50000000*12.00000000,4.00000000e+01*4.00000000e+01
1,56,10.50000000*12.50000000,4.00000000e+01*4.00000000e+01
1,57,10.50000000*13.00000000,4.00000000e+01*4.00000000e+01
1,58,10.50000000*13.50000000,4.00000000e+01*4.00000000e+01
1,59,10.50000000*14.00000000,2.00000000e+01*2.00000000e+01
1,60,10.50000000*14.50000000,2.00000000e+01*2.00000000e+01
1,61,10.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,62,10.50000000*17.00000000,4.00000000e+01*4.00000000e+01
1,63,10.50000000*17.50000000,8.00000000e+01*8.00000000e+01
1,64,11.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,65,11.00000000*11.50000000,4.00000000e+01*4.00000000e+01
1,66,11.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,67,11.50000000*10.50000000,4.00000000e+01*4.00000000e+01
1,68,11.50000000*11.00000000,4.00000000e+01*4.00000000e+01
1,69,11.50000000*11.50000000,2.00000000e+01*2.00000000e+01
1,70,11.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,71,12.50000000*10.50000000,4.00000000e+01*4.00000000e+01
1,72,13.00000000*10.50000000,4.00000000e+01*4.00000000e+01
1,73,13.00000000*16.50000000,4.00000000e+01*4.00000000e+01
1,74,13.50000000*8.50000000,4.00000000e+01*4.00000000e+01
1,75,13.50000000*9.50000000,4.00000000e+01*4.00000000e+01
1,76,13.50000000*10.00000000,4.00000000e+01*4.00000000e+01
1,77,13.50000000*10.50000000,4.00000000e+01*4.00000000e+01
1,78,13.50000000*16.50000000,4.00000000e+01*4.00000000e+01
1,79,14.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,80,14.00000000*9.50000000,4.00000000e+01*4.00000000e+01
1,81,14.50000000*8.50000000,4.00000000e+01*4.00000000e+01
1,82,14.50000000*9.00000000,4.00000000e+01*4.00000000e+01
1,83,14.50000000*9.50000000,4.00000000e+01*4.00000000e+01
1,84,14.50000000*15.50000000,4.00000000e+01*4.00000000e+01
1,85,14.50000000*16.00000000,4.00000000e+01*4.00000000e+01
1,86,14.50000000*16.50000000,8.00000000e+01*8.00000000e+01
1,87,15.00000000*9.50000000,2.00000000e+01*2.00000000e+01
