grid,nr,cvs,kappas
1,0,5.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,1,5.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,2,5.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,3,6.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,4,6.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,5,6.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,6,6.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,7,6.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,8,7.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,9,7.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,10,7.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,11,7.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,12,7.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,13,7.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,14,7.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,15,7.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,16,7.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,17,8.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,18,8.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,19,8.00000000*14.50000000,8.00000000e+01*8.00000000e+01
1,20,8.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,21,8.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,22,8.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,23,8.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,24,8.50000000*14.00000000,8.00000000e+01*8.00000000e+01
1,25,8.50000000*14.50000000,8.00000000e+01*8.00000000e+01
1,26,9.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,27,9.00000000*10.50000000,8.00000000e+01*8.00000000e+01
1,28,9.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,29,9.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,30,9.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,31,9.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,32,9.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,33,9.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,34,9.50000000*11.00000000,4.00000000e+01*4.00000000e+01
1,35,9.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,36,9.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,37,9.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,38,9.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,39,10.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,40,10.00000000*9.50000000,8.00000000e+01*8.00000000e+01
1,41,10.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,42,10.00000000*13.50000000,8.00000000e+01*8.00000000e+01
1,43,10.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,44,10.50000000*8.00000000,8.00000000e+01*8.00000000e+01
1,45,10.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,46,10.50000000*9.00000000,8.00000000e+01*8.00000000e+01
1,47,10.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,48,10.50000000*11.50000000,4.00000000e+01*4.00000000e+01
1,49,10.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,50,10.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,51,10.50000000*13.00000000,8.00000000e+01*8.00000000e+01
1,52,10.50000000*13.50000000,8.00000000e+01*8.00000000e+01
1,53,11.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,54,11.00000000*8.50000000,8.00000000e+01*8.00000000e+01
1,55,11.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,56,11.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,57,11.50000000*8.50000000,8.00000000e+01*8.00000000e+01
1,58,11.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,59,11.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,60,11.50000000*12.00000000,8.00000000e+01*8.00000000e+01
1,61,11.50000000*12.50000000,8.00000000e+01*8.00000000e+01
1,62,12.00000000*7.50000000,8.00000000e+01*8.00000000e+01
1,63,12.00000000*9.50000000,4.00000000e+01*4.00000000e+01
1,64,12.00000000*12.50000000,8.00000000e+01*8.00000000e+01
1,65,12.50000000*6.50000000,8.00000000e+01*8.00000000e+01
1,66,12.50000000*7.00000000,8.00000000e+01*8.00000000e+01
1,67,12.50000000*7.50000000,8.00000000e+01*8.00000000e+01
1,68,12.50000000*9.50000000,8.00000000e+01*8.00000000e+01
1,69,12.50000000*10.00000000,8.00000000e+01*8.00000000e+01
1,70,12.50000000*10.50000000,8.00000000e+01*8.00000000e+01
1,71,12.50000000*11.00000000,8.00000000e+01*8.00000000e+01
1,72,12.50000000*11.50000000,8.00000000e+01*8.00000000e+01
1,73,12.50000000*12.00000000,8.00000000e+01*8.00000000e+01
